tasb_key,tasb_name,tea_cdn,tea_district_name,district_type,match_method,tasb_url
588,Deer Park ISD,101908,DEER PARK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=588
590,Galena Park ISD,101910,GALENA PARK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=590
591,Goose Creek CISD,101911,GOOSE CREEK CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=591
592,Houston ISD,101912,HOUSTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=592
593,Humble ISD,101913,HUMBLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=593
594,Katy ISD,101914,KATY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=594
595,Klein ISD,101915,KLEIN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=595
596,La Porte ISD,101916,LA PORTE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=596
597,Pasadena ISD,101917,PASADENA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=597
598,Spring ISD,101919,SPRING ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=598
599,Spring Branch ISD,101920,SPRING BRANCH ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=599
600,Tomball ISD,101921,TOMBALL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=600
601,Sheldon ISD,101924,SHELDON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=601
602,Huffman ISD,101925,HUFFMAN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=602
604,Karnack ISD,102901,KARNACK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=604
605,Marshall ISD,102902,MARSHALL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=605
606,Waskom ISD,102903,WASKOM ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=606
607,Hallsville ISD,102904,HALLSVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=607
608,Harleton ISD,102905,HARLETON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=608
609,Elysian Fields ISD,102906,ELYSIAN FIELDS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=609
610,Channing ISD,103901,CHANNING ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=610
611,Hartley ISD,103902,HARTLEY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=611
612,Haskell CISD,104901,HASKELL CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=612
614,Rule ISD,104903,RULE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=614
617,Paint Creek ISD,104907,PAINT CREEK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=617
618,San Marcos CISD,105902,SAN MARCOS CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=618
619,Dripping Springs ISD,105904,DRIPPING SPRINGS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=619
620,Wimberley ISD,105905,WIMBERLEY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=620
621,Hays CISD,105906,HAYS CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=621
622,Canadian ISD,106901,CANADIAN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=622
624,Athens ISD,107901,ATHENS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=624
625,Brownsboro ISD,107902,BROWNSBORO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=625
626,Cross Roads ISD,107904,CROSS ROADS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=626
627,Eustace ISD,107905,EUSTACE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=627
628,Malakoff ISD,107906,MALAKOFF ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=628
629,Trinidad ISD,107907,TRINIDAD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=629
630,Murchison ISD,107908,MURCHISON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=630
631,LaPoynor ISD,107910,LAPOYNOR ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=631
633,Donna ISD,108902,DONNA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=633
634,Edcouch-Elsa ISD,108903,EDCOUCH-ELSA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=634
635,Edinburg CISD,108904,EDINBURG CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=635
636,Hidalgo ISD,108905,HIDALGO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=636
637,McAllen ISD,108906,MCALLEN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=637
638,Mercedes ISD,108907,MERCEDES ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=638
639,Mission CISD,108908,MISSION CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=639
640,Pharr-San Juan-Alamo ISD,108909,PHARR-SAN JUAN-ALAMO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=640
641,Progreso ISD,108910,PROGRESO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=641
642,Sharyland ISD,108911,SHARYLAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=642
643,La Joya ISD,108912,LA JOYA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=643
644,Weslaco ISD,108913,WESLACO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=644
645,La Villa ISD,108914,LA VILLA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=645
646,Monte Alto ISD,108915,MONTE ALTO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=646
647,Valley View ISD-Hidalgo County,108916,VALLEY VIEW ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=647
650,Abbott ISD,109901,ABBOTT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=650
651,Bynum ISD,109902,BYNUM ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=651
652,Covington ISD,109903,COVINGTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=652
653,Hillsboro ISD,109904,HILLSBORO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=653
654,Hubbard ISD-Hill County,109905,HUBBARD ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=654
655,Itasca ISD,109907,ITASCA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=655
656,Malone ISD,109908,MALONE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=656
657,Mount Calm ISD,109910,MOUNT CALM ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=657
658,Whitney ISD,109911,WHITNEY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=658
659,Aquilla ISD,109912,AQUILLA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=659
660,Blum ISD,109913,BLUM ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=660
661,Penelope ISD,109914,PENELOPE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=661
663,Anton ISD,110901,ANTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=663
664,Levelland ISD,110902,LEVELLAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=664
665,Ropes ISD,110905,ROPES ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=665
666,Smyer ISD,110906,SMYER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=666
667,Sundown ISD,110907,SUNDOWN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=667
668,Whitharral ISD,110908,WHITHARRAL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=668
669,Granbury ISD,111901,GRANBURY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=669
670,Lipan ISD,111902,LIPAN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=670
671,Tolar ISD,111903,TOLAR ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=671
672,Sulphur Springs ISD,112901,SULPHUR SPRINGS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=672
673,Cumby Collegiate ISD,112905,CUMBY COLLEGIATE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=673
674,North Hopkins ISD,112906,NORTH HOPKINS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=674
675,Miller Grove ISD,112907,MILLER GROVE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=675
676,Como-Pickton CISD,112908,COMO-PICKTON CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=676
677,Saltillo ISD,112909,SALTILLO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=677
678,Sulphur Bluff ISD,112910,SULPHUR BLUFF ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=678
679,Crockett ISD-Houston County,113901,CROCKETT ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=679
680,Grapeland ISD,113902,GRAPELAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=680
681,Lovelady ISD,113903,LOVELADY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=681
682,Latexo ISD,113905,LATEXO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=682
683,Kennard ISD,113906,KENNARD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=683
685,Big Spring ISD,114901,BIG SPRING ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=685
686,Coahoma ISD,114902,COAHOMA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=686
687,Forsan ISD,114904,FORSAN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=687
689,Fort Hancock ISD,115901,FT HANCOCK ISD,INDEPENDENT,abbreviation_expanded_name,https://pol.tasb.org/PolicyOnline?key=689
690,Sierra Blanca ISD,115902,SIERRA BLANCA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=690
691,Dell City ISD,115903,DELL CITY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=691
692,Caddo Mills ISD,116901,CADDO MILLS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=692
693,Celeste ISD,116902,CELESTE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=693
694,Commerce ISD,116903,COMMERCE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=694
695,Greenville ISD,116905,GREENVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=695
696,Lone Oak ISD,116906,LONE OAK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=696
697,Quinlan ISD,116908,QUINLAN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=697
698,Wolfe City ISD,116909,WOLFE CITY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=698
699,Campbell ISD,116910,CAMPBELL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=699
700,Bland ISD,116915,BLAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=700
701,Boles ISD,116916,BOLES ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=701
703,Borger ISD,117901,BORGER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=703
705,Sanford-Fritch ISD,117903,SANFORD-FRITCH ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=705
706,Plemons-Stinnett-Phillips CISD,117904,PLEMONS-STINNETT-PHILLIPS CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=706
708,Irion County ISD,118902,IRION COUNTY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=708
709,Bryson ISD,119901,BRYSON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=709
710,Jacksboro ISD,119902,JACKSBORO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=710
711,Perrin-Whitt CISD,119903,PERRIN-WHITT CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=711
712,Edna ISD,120901,EDNA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=712
713,Ganado ISD,120902,GANADO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=713
714,Industrial ISD,120905,INDUSTRIAL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=714
715,Brookeland ISD,121902,BROOKELAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=715
716,Buna ISD,121903,BUNA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=716
717,Jasper ISD,121904,JASPER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=717
718,Kirbyville CISD,121905,KIRBYVILLE CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=718
719,Evadale ISD,121906,EVADALE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=719
720,Fort Davis ISD,122901,FT DAVIS ISD,INDEPENDENT,abbreviation_expanded_name,https://pol.tasb.org/PolicyOnline?key=720
721,Valentine ISD,122902,VALENTINE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=721
722,Nederland ISD,123905,NEDERLAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=722
723,Port Arthur ISD,123907,PORT ARTHUR ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=723
724,Port Neches-Groves ISD,123908,PORT NECHES-GROVES ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=724
725,Beaumont ISD,123910,BEAUMONT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=725
727,Sabine Pass ISD,123913,SABINE PASS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=727
728,Hamshire-Fannett ISD,123914,HAMSHIRE-FANNETT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=728
729,Jim Hogg County ISD,124901,JIM HOGG COUNTY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=729
730,Alice ISD,125901,ALICE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=730
731,Ben Bolt-Palito Blanco ISD,125902,BEN BOLT-PALITO BLANCO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=731
732,Orange Grove ISD,125903,ORANGE GROVE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=732
733,Premont ISD,125905,PREMONT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=733
734,La Gloria ISD,125906,LA GLORIA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=734
735,Alvarado ISD,126901,ALVARADO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=735
736,Burleson ISD,126902,BURLESON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=736
737,Cleburne ISD,126903,CLEBURNE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=737
738,Grandview ISD,126904,GRANDVIEW ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=738
739,Joshua ISD,126905,JOSHUA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=739
740,Keene ISD,126906,KEENE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=740
741,Rio Vista ISD,126907,RIO VISTA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=741
742,Venus ISD,126908,VENUS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=742
744,Godley ISD,126911,GODLEY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=744
746,Anson ISD,127901,ANSON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=746
747,Hamlin Collegiate ISD,127903,HAMLIN COLLEGIATE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=747
748,Hawley ISD,127904,HAWLEY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=748
749,Lueders-Avoca ISD,127905,LUEDERS-AVOCA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=749
750,Stamford ISD,127906,STAMFORD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=750
751,Karnes City ISD,128901,KARNES CITY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=751
752,Kenedy ISD-Karnes County,128902,KENEDY ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=752
753,Runge ISD,128903,RUNGE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=753
754,Falls City ISD,128904,FALLS CITY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=754
755,Crandall ISD,129901,CRANDALL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=755
756,Forney ISD,129902,FORNEY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=756
757,Kaufman ISD,129903,KAUFMAN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=757
758,Kemp ISD,129904,KEMP ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=758
759,Mabank ISD,129905,MABANK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=759
760,Terrell ISD-Kaufman County,129906,TERRELL ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=760
761,Scurry-Rosser ISD,129910,SCURRY-ROSSER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=761
762,Boerne ISD,130901,BOERNE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=762
763,Comfort ISD,130902,COMFORT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=763
765,Jayton-Girard ISD,132902,JAYTON-GIRARD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=765
766,Center Point ISD,133901,CENTER POINT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=766
767,Hunt ISD,133902,HUNT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=767
768,Kerrville ISD,133903,KERRVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=768
769,Ingram ISD,133904,INGRAM ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=769
770,Divide ISD,133905,DIVIDE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=770
771,Junction ISD,134901,JUNCTION ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=771
773,Brackett ISD,136901,BRACKETT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=773
774,Kingsville ISD,137901,KINGSVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=774
775,Ricardo ISD,137902,RICARDO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=775
776,Riviera ISD,137903,RIVIERA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=776
777,Santa Gertrudis ISD,137904,SANTA GERTRUDIS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=777
780,Knox City-O'Brien CISD,138902,KNOX CITY-O'BRIEN CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=780
781,Munday CISD,138903,MUNDAY CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=781
782,Benjamin ISD,138904,BENJAMIN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=782
784,Chisum ISD,139905,CHISUM ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=784
786,Paris ISD,139909,PARIS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=786
788,North Lamar ISD,139911,NORTH LAMAR ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=788
789,Prairiland ISD,139912,PRAIRILAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=789
790,Amherst ISD,140901,AMHERST ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=790
791,Littlefield ISD,140904,LITTLEFIELD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=791
792,Olton ISD,140905,OLTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=792
794,Springlake-Earth ISD,140907,SPRINGLAKE-EARTH ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=794
795,Sudan ISD,140908,SUDAN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=795
796,Lampasas ISD,141901,LAMPASAS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=796
797,Lometa ISD,141902,LOMETA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=797
798,Cotulla ISD,142901,COTULLA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=798
799,Hallettsville ISD,143901,HALLETTSVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=799
800,Moulton ISD,143902,MOULTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=800
801,Shiner ISD,143903,SHINER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=801
802,Vysehrad ISD,143904,VYSEHRAD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=802
803,Sweet Home ISD,143905,SWEET HOME ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=803
804,Ezzell ISD,143906,EZZELL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=804
805,Giddings ISD,144901,GIDDINGS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=805
806,Lexington ISD,144902,LEXINGTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=806
807,Dime Box ISD,144903,DIME BOX ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=807
808,Buffalo ISD,145901,BUFFALO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=808
809,Centerville ISD-Leon County,145902,CENTERVILLE ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=809
810,Normangee ISD,145906,NORMANGEE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=810
811,Oakwood ISD,145907,OAKWOOD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=811
812,Leon ISD,145911,LEON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=812
813,Cleveland ISD,146901,CLEVELAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=813
814,Dayton ISD,146902,DAYTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=814
815,Devers ISD,146903,DEVERS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=815
816,Hardin ISD,146904,HARDIN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=816
817,Hull-Daisetta ISD,146905,HULL-DAISETTA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=817
818,Liberty ISD,146906,LIBERTY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=818
819,Tarkington ISD,146907,TARKINGTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=819
820,Coolidge ISD,147901,COOLIDGE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=820
821,Groesbeck ISD,147902,GROESBECK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=821
822,Mexia ISD,147903,MEXIA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=822
823,Booker ISD,148901,BOOKER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=823
824,Follett ISD,148902,FOLLETT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=824
