tasb_key,tasb_name,tea_cdn,tea_district_name,district_type,match_method,tasb_url
826,Darrouzett ISD,148905,DARROUZETT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=826
827,George West ISD,149901,GEORGE WEST ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=827
828,Three Rivers ISD,149902,THREE RIVERS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=828
829,Llano ISD,150901,LLANO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=829
830,Lubbock ISD,152901,LUBBOCK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=830
831,New Deal ISD,152902,NEW DEAL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=831
832,Slaton ISD,152903,SLATON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=832
833,Lubbock-Cooper ISD,152906,LUBBOCK-COOPER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=833
834,Frenship ISD,152907,FRENSHIP ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=834
835,Roosevelt ISD,152908,ROOSEVELT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=835
836,Shallowater ISD,152909,SHALLOWATER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=836
837,Idalou ISD,152910,IDALOU ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=837
839,O'Donnell ISD,153903,O'DONNELL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=839
840,Tahoka ISD,153904,TAHOKA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=840
841,New Home ISD,153905,NEW HOME ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=841
842,Wilson ISD,153907,WILSON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=842
843,Madisonville CISD,154901,MADISONVILLE CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=843
844,North Zulch ISD,154903,NORTH ZULCH ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=844
845,Jefferson ISD,155901,JEFFERSON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=845
846,Stanton ISD,156902,STANTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=846
847,Grady ISD,156905,GRADY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=847
848,Mason ISD,157901,MASON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=848
849,Bay City ISD,158901,BAY CITY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=849
850,Tidehaven ISD,158902,TIDEHAVEN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=850
851,Matagorda ISD,158904,MATAGORDA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=851
852,Palacios ISD,158905,PALACIOS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=852
853,Van Vleck ISD,158906,VAN VLECK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=853
854,Eagle Pass ISD,159901,EAGLE PASS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=854
855,Brady ISD,160901,BRADY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=855
856,Rochelle ISD,160904,ROCHELLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=856
857,Lohn ISD,160905,LOHN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=857
859,Crawford ISD,161901,CRAWFORD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=859
860,Midway ISD-McLennan County,161903,MIDWAY ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=860
861,La Vega ISD,161906,LA VEGA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=861
862,Lorena ISD,161907,LORENA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=862
863,Mart ISD,161908,MART ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=863
864,McGregor ISD,161909,MCGREGOR ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=864
865,Moody ISD,161910,MOODY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=865
866,Riesel ISD,161912,RIESEL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=866
867,Waco ISD,161914,WACO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=867
868,West ISD,161916,WEST ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=868
869,Axtell ISD,161918,AXTELL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=869
870,Bruceville-Eddy ISD,161919,BRUCEVILLE-EDDY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=870
871,China Spring ISD,161920,CHINA SPRING ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=871
872,Connally ISD,161921,CONNALLY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=872
873,Robinson ISD,161922,ROBINSON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=873
874,Bosqueville ISD,161923,BOSQUEVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=874
875,Hallsburg ISD,161924,HALLSBURG ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=875
876,Gholson ISD,161925,GHOLSON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=876
878,McMullen County ISD,162904,MCMULLEN COUNTY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=878
879,Devine ISD,163901,DEVINE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=879
880,D'Hanis ISD,163902,D'HANIS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=880
881,Natalia ISD,163903,NATALIA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=881
882,Hondo ISD,163904,HONDO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=882
883,Medina Valley ISD,163908,MEDINA VALLEY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=883
884,Menard ISD,164901,MENARD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=884
887,Greenwood ISD,165902,GREENWOOD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=887
889,Cameron ISD,166901,CAMERON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=889
890,Gause ISD,166902,GAUSE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=890
891,Milano ISD,166903,MILANO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=891
892,Rockdale ISD,166904,ROCKDALE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=892
893,Thorndale ISD,166905,THORNDALE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=893
894,Buckholts ISD,166907,BUCKHOLTS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=894
896,Mullin ISD,167902,MULLIN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=896
898,Priddy ISD,167904,PRIDDY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=898
899,Colorado ISD,168901,COLORADO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=899
900,Loraine ISD,168902,LORAINE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=900
901,Westbrook ISD,168903,WESTBROOK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=901
902,Bowie ISD,169901,BOWIE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=902
903,Nocona ISD,169902,NOCONA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=903
904,Gold-Burg ISD,169906,GOLD BURG ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=904
905,Montague ISD,169908,MONTAGUE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=905
906,Prairie Valley ISD,169909,PRAIRIE VALLEY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=906
907,Forestburg ISD,169910,FORESTBURG ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=907
908,Saint Jo ISD,169911,SAINT JO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=908
910,Montgomery ISD,170903,MONTGOMERY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=910
911,Willis ISD,170904,WILLIS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=911
912,Magnolia ISD,170906,MAGNOLIA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=912
913,Splendora ISD,170907,SPLENDORA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=913
914,New Caney ISD,170908,NEW CANEY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=914
915,Dumas ISD,171901,DUMAS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=915
916,Sunray Collegiate ISD,171902,SUNRAY COLLEGIATE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=916
917,Daingerfield-Lone Star ISD,172902,DAINGERFIELD-LONE STAR ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=917
918,Pewitt CISD,172905,PEWITT CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=918
919,Motley County ISD,173901,MOTLEY COUNTY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=919
920,Chireno ISD,174901,CHIRENO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=920
921,Cushing ISD,174902,CUSHING ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=921
922,Garrison ISD,174903,GARRISON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=922
923,Nacogdoches ISD,174904,NACOGDOCHES ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=923
924,Woden ISD,174906,WODEN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=924
925,Central Heights ISD,174908,CENTRAL HEIGHTS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=925
926,Martinsville ISD,174909,MARTINSVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=926
928,Douglass ISD,174911,DOUGLASS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=928
930,Blooming Grove ISD,175902,BLOOMING GROVE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=930
931,Corsicana ISD,175903,CORSICANA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=931
932,Dawson ISD-Navarro County,175904,DAWSON ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=932
933,Frost ISD,175905,FROST ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=933
934,Kerens ISD,175907,KERENS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=934
935,Mildred ISD,175910,MILDRED ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=935
936,Rice ISD-Navarro County,175911,RICE ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=936
937,Burkeville ISD,176901,BURKEVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=937
938,Newton ISD,176902,NEWTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=938
939,Deweyville ISD,176903,DEWEYVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=939
940,Roscoe Collegiate ISD,177901,ROSCOE COLLEGIATE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=940
941,Sweetwater ISD,177902,SWEETWATER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=941
942,Blackwell CISD,177903,BLACKWELL CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=942
943,Highland ISD,177905,HIGHLAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=943
945,Agua Dulce ISD,178901,AGUA DULCE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=945
946,Bishop CISD,178902,BISHOP CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=946
947,Calallen ISD,178903,CALALLEN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=947
948,Corpus Christi ISD,178904,CORPUS CHRISTI ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=948
949,Driscoll ISD,178905,DRISCOLL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=949
950,London ISD,178906,LONDON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=950
951,Port Aransas ISD,178908,PORT ARANSAS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=951
952,Robstown ISD,178909,ROBSTOWN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=952
954,Tuloso-Midway ISD,178912,TULOSO-MIDWAY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=954
955,Banquete ISD,178913,BANQUETE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=955
956,Flour Bluff ISD,178914,FLOUR BLUFF ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=956
957,West Oso ISD,178915,WEST OSO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=957
959,Perryton ISD,179901,PERRYTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=959
961,Boys Ranch ISD,180901,BOYS RANCH ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=961
962,Vega ISD,180902,VEGA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=962
963,Adrian ISD,180903,ADRIAN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=963
964,Wildorado ISD,180904,WILDORADO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=964
965,Bridge City ISD,181901,BRIDGE CITY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=965
966,Orangefield ISD,181905,ORANGEFIELD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=966
967,West Orange-Cove CISD,181906,WEST ORANGE-COVE CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=967
968,Vidor ISD,181907,VIDOR ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=968
969,Little Cypress-Mauriceville CISD,181908,LITTLE CYPRESS-MAURICEVILLE CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=969
971,Gordon ISD,182901,GORDON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=971
972,Graford ISD,182902,GRAFORD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=972
973,Mineral Wells ISD,182903,MINERAL WELLS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=973
974,Santo ISD,182904,SANTO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=974
975,Strawn ISD,182905,STRAWN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=975
976,Palo Pinto ISD,182906,PALO PINTO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=976
978,Beckville ISD,183901,BECKVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=978
979,Carthage ISD,183902,CARTHAGE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=979
980,Gary ISD,183904,GARY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=980
982,Poolville ISD,184901,POOLVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=982
983,Springtown ISD,184902,SPRINGTOWN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=983
984,Weatherford ISD,184903,WEATHERFORD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=984
985,Millsap ISD,184904,MILLSAP ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=985
986,Aledo ISD,184907,ALEDO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=986
987,Peaster ISD,184908,PEASTER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=987
988,Brock ISD,184909,BROCK ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=988
989,Garner ISD,184911,GARNER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=989
990,Bovina ISD,185901,BOVINA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=990
991,Farwell ISD,185902,FARWELL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=991
992,Friona ISD,185903,FRIONA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=992
993,Lazbuddie ISD,185904,LAZBUDDIE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=993
994,Buena Vista ISD,186901,BUENA VISTA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=994
995,Fort Stockton ISD,186902,FORT STOCKTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=995
996,Iraan-Sheffield Collegiate ISD,186903,IRAAN-SHEFFIELD COLLEGIATE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=996
997,Big Sandy ISD-Polk County,187901,BIG SANDY ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=997
998,Goodrich ISD,187903,GOODRICH ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=998
999,Corrigan-Camden ISD,187904,CORRIGAN-CAMDEN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=999
1000,Leggett ISD,187906,LEGGETT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1000
1001,Livingston ISD,187907,LIVINGSTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1001
1002,Onalaska ISD,187910,ONALASKA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1002
1004,Amarillo ISD,188901,AMARILLO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1004
1005,River Road ISD,188902,RIVER ROAD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1005
1006,Highland Park ISD-Potter County,188903,HIGHLAND PARK ISD,INDEPENDENT,county_suffix_disambiguation,https://pol.tasb.org/PolicyOnline?key=1006
1007,Bushland ISD,188904,BUSHLAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1007
1009,Marfa ISD,189901,MARFA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1009
1010,Presidio ISD,189902,PRESIDIO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1010
1011,Rains ISD,190903,RAINS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1011
1012,Canyon ISD,191901,CANYON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1012
1013,Reagan County ISD,192901,REAGAN COUNTY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1013
1014,Leakey ISD,193902,LEAKEY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1014
1015,Avery ISD,194902,AVERY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1015
1016,Rivercrest ISD,194903,RIVERCREST ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1016
1017,Clarksville ISD,194904,CLARKSVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1017
1018,Detroit ISD,194905,DETROIT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1018
1019,Pecos-Barstow-Toyah ISD,195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1019
1020,Balmorhea ISD,195902,BALMORHEA ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1020
1021,Austwell-Tivoli ISD,196901,AUSTWELL-TIVOLI ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1021
1022,Woodsboro ISD,196902,WOODSBORO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1022
1023,Refugio ISD,196903,REFUGIO ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1023
1024,Miami ISD,197902,MIAMI ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1024
1025,Bremond ISD,198901,BREMOND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1025
1026,Calvert ISD,198902,CALVERT ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1026
1027,Franklin ISD,198903,FRANKLIN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1027
1028,Hearne ISD,198905,HEARNE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1028
1029,Mumford ISD,198906,MUMFORD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1029
1030,Rockwall ISD,199901,ROCKWALL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1030
1031,Royse City ISD,199902,ROYSE CITY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1031
1032,Ballinger ISD,200901,BALLINGER ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1032
1033,Miles ISD,200902,MILES ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1033
1034,Winters ISD,200904,WINTERS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1034
1036,Olfen ISD,200906,OLFEN ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1036
1037,Henderson ISD,201902,HENDERSON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1037
1038,Laneville ISD,201903,LANEVILLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1038
1039,Leverett's Chapel ISD,201904,LEVERETTS CHAPEL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1039
1040,Mount Enterprise ISD,201907,MOUNT ENTERPRISE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1040
1041,Overton ISD,201908,OVERTON ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1041
1042,Tatum ISD,201910,TATUM ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1042
1043,Carlisle ISD,201913,CARLISLE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1043
1044,West Rusk County CISD,201914,WEST RUSK COUNTY CONSOLIDATED ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1044
1045,Hemphill ISD,202903,HEMPHILL ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1045
1046,West Sabine ISD,202905,WEST SABINE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1046
1047,San Augustine ISD,203901,SAN AUGUSTINE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1047
1048,Broaddus ISD,203902,BROADDUS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1048
1049,Coldspring-Oakhurst CISD,204901,COLDSPRING-OAKHURST CISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1049
1050,Shepherd ISD,204904,SHEPHERD ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1050
1051,Aransas Pass ISD,205901,ARANSAS PASS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1051
1052,Gregory-Portland ISD,205902,GREGORY-PORTLAND ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1052
1053,Ingleside ISD,205903,INGLESIDE ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1053
1054,Mathis ISD,205904,MATHIS ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1054
1055,Odem-Edroy ISD,205905,ODEM-EDROY ISD,INDEPENDENT,exact_normalized_name,https://pol.tasb.org/PolicyOnline?key=1055
